inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
60297,b & a supersub inc,b & a supersub,1122312,restaurant,risk 2 (medium),3943 w roosevelt rd ,chicago,il,60624,2010-02-04,canvass,pass,41.86607379,-87.72437268
60298,chicago steak & lemonade inc.,chicago steak & lemonade inc.,1595358,restaurant,risk 2 (medium),3944 w roosevelt rd ,chicago,il,60624,2010-02-04,canvass,fail,41.86629066,-87.72456177
60299,gateway newstands,gateway newstands,2017200,grocery store,risk 3 (low),5106 s pulaski rd ,chicago,il,60632,2010-02-05,license,fail,41.80013706,-87.72350873
60300,officer donald marquez,officer donald marquez,2040656,school,risk 1 (high),2916 w 47th st ,chicago,il,60632,2010-02-05,canvass,pass,41.80833634,-87.69738923
60301,piezano's ltd,piezano's,18271,restaurant,risk 1 (high),2601 w 47th st ,chicago,il,60632,2010-02-05,canvass,pass,41.80824905,-87.68938122
60302,"don beto grill, inc.","don beto grill, inc.",1959977,restaurant,risk 1 (high),2430 w 47th st ,chicago,il,60632,2010-02-05,canvass,fail,41.8085319,-87.6855906
60303,dollar general  store # 12061,dollar general store #12061,2009491,grocery store,risk 3 (low),4046 w roosevelt rd ,chicago,il,60624,2010-02-08,license,fail,41.86625493,-87.72704914
60304,"adams mini market, inc.","adams mini market, inc.",1742153,grocery store,risk 2 (medium),146 s kildare ave ,chicago,il,60624,2010-02-08,complaint,fail,41.87826547,-87.73309089
60305,luigi cafe inc,luigi cafe inc,1620328,restaurant,risk 1 (high),4212 w madison st ,chicago,il,60624,2010-02-08,canvass,fail,41.88076974,-87.7311561
60306,westside youth tech entrepreneur,westside youth tech entreprenuer,1981131,school,risk 3 (low),4213 w madison st ,chicago,il,60624,2010-02-08,canvass,fail,41.88055026,-87.73114968
60307,vicom,vicom,2008685,wholesale,risk 3 (low),4308 w 44th st ,chicago,il,60632,2010-02-09,license re-inspection,pass,41.81432843,-87.73171813
60308,raul's bar & grill,raul's bar & grill,1143582,restaurant,risk 1 (high),3214 w 47th st ,chicago,il,60632,2010-02-09,canvass re-inspection,pass,41.80822254,-87.70462535
60309,subway,subway,1840841,restaurant,risk 1 (high),3207 w 47th pl ,chicago,il,60632,2010-02-09,canvass,fail,41.80670863,-87.70424678
60310,"usa zabiha halal distributors, llc.","usa zabiha halal distributors, llc.",1893718,wholesale,risk 3 (low),401 n trumbull ave ,chicago,il,60624,2010-02-11,complaint,fail,41.88841269,-87.71229514
60311,"three brothers food market, inc","three brothers food market, inc",2016906,grocery store,risk 2 (medium),5360 w division st ,chicago,il,60651,2010-02-11,license re-inspection,pass,41.90230475,-87.76065826
60312,"joe's barbque, inc",joe's barbque,18234,restaurant,risk 1 (high),4900 w madison st ,chicago,il,60644,2010-02-11,complaint-fire,fail,41.88057115,-87.74795725
60313,"adams mini market, inc.","adams mini market, inc.",1742153,grocery store,risk 2 (medium),146 s kildare ave ,chicago,il,60624,2010-02-17,complaint re-inspection,pass,41.87826547,-87.73309089
60314,chicago steak & lemonade inc.,chicago steak & lemonade inc.,1595358,restaurant,risk 2 (medium),3944 w roosevelt rd ,chicago,il,60624,2010-02-17,canvass re-inspection,pass,41.86629066,-87.72456177
60315,popeyes,popeyes,1543798,restaurant,risk 2 (medium),3457 w roosevelt rd ,chicago,il,60624,2010-02-17,complaint re-inspection,pass,41.86621302,-87.71278165
60316,luigi cafe inc,luigi cafe inc,1620328,restaurant,risk 1 (high),4212 w madison st ,chicago,il,60624,2010-02-17,canvass re-inspection,pass,41.88076974,-87.7311561
60317,gateway foundation residential,gateway foundation residential,70744,restaurant,risk 1 (high),3828 w taylor st ,chicago,il,60624,2010-02-17,canvass,pass,41.86908618,-87.72140544
60318,westside youth tech entrepreneur,westside youth tech entreprenuer,1981131,school,risk 3 (low),4213 w madison st ,chicago,il,60624,2010-02-17,canvass re-inspection,pass,41.88055026,-87.73114968
60319,"g.m.warehouse,inc.","g.m.warehouse,inc.",2004289,wholesale,risk 3 (low),3925 w 43rd st ,chicago,il,60632,2010-02-18,license re-inspection,pass,41.81510592,-87.72241743
60320,subway,subway,1840841,restaurant,risk 1 (high),3207 w 47th pl ,chicago,il,60632,2010-02-18,canvass re-inspection,pass w/ conditions,41.80670863,-87.70424678
60321,"kids imaginations, inc.","kids imaginations, inc.",1330715,children's services facility,risk 1 (high),5334 s archer ave ,chicago,il,60632,2010-02-19,license,fail,41.79904124,-87.74123049
60322,wing wah lau restaurant,wing wah lau restaurant,2020867,restaurant,risk 1 (high),4340 s archer ave ,chicago,il,60632,2010-02-19,license,fail,41.81455427,-87.7037213
60323,"don beto grill, inc.","don beto grill, inc.",1959977,restaurant,risk 1 (high),2430 w 47th st ,chicago,il,60632,2010-02-19,canvass re-inspection,pass,41.8085319,-87.6855906
60324,super carniceria el pollo,super carniceria el pollo,41768,grocery store,risk 1 (high),2458 w 47th st ,chicago,il,60632,2010-02-19,canvass,pass w/ conditions,41.80851351,-87.68655702
60325,academy of global citizenship,academy of global citizenship,1980678,school,risk 1 (high),4647 w 47th st ,chicago,il,60632,2010-02-22,canvass,fail,41.80755107,-87.74009675
60326,la cebollita restaurant,la cebollita restaurant,1145606,restaurant,risk 1 (high),4343 w 47th st ,chicago,il,60632,2010-02-22,complaint,fail,41.80764585,-87.73272528
60327,mexican restaurant,mariscos luis,1305117,restaurant,risk 1 (high),4225 w 47th st ,chicago,il,60632,2010-02-22,complaint,pass,41.80768469,-87.72964243
60328,"usa zabiha halal distributors, llc.","usa zabiha halal distributors, llc.",1893718,wholesale,risk 3 (low),401 n trumbull ave ,chicago,il,60624,2010-02-23,complaint re-inspection,pass,41.88841269,-87.71229514
60329,dollar general  store # 12061,dollar general store #12061,2009491,grocery store,risk 3 (low),4046 w roosevelt rd ,chicago,il,60624,2010-02-23,license re-inspection,fail,41.86625493,-87.72704914
60330,wiley's chicken & ribs,wiley's chicken & ribs,2009371,restaurant,risk 1 (high),3853 w madison st ,chicago,il,60624,2010-02-23,license,fail,41.88065243,-87.72289201
60331,academy of global citizenship,academy of global citizenship,1980678,school,risk 1 (high),4647 w 47th st ,chicago,il,60632,2010-02-24,canvass re-inspection,pass,41.80755107,-87.74009675
60332,st. richard school,st. richard school,2040659,school,risk 1 (high),5025 s kenneth ave ,chicago,il,60632,2010-02-24,canvass,pass,41.80148217,-87.73427404
60333,bobak sausage company,bobak sausage company,23290,grocery store,risk 1 (high),5275 s archer ave ,chicago,il,60632,2010-02-24,canvass,pass w/ conditions,41.79928776,-87.73837902
60334,subway,subway,1742947,restaurant,risk 1 (high),3900 w madison st ,chicago,il,60624,2010-02-26,canvass,pass w/ conditions,41.88086516,-87.72337597
60335,the renaissance at midway,the renaissance at midway,1144625,long term care,risk 1 (high),4437 s cicero ave ,chicago,il,60632,2010-02-26,canvass,fail,41.8119896,-87.74312825
60336,"kids imaginations, inc.","kids imaginations, inc.",1330715,children's services facility,risk 1 (high),5334 s archer ave ,chicago,il,60632,2010-02-26,license re-inspection,pass,41.79904124,-87.74123049
60338,the great american cheese,the great american cheese,1979680,wholesale,risk 2 (medium),4727 s talman ave ,chicago,il,60632,2010-03-03,license re-inspection,pass,41.80754038,-87.69036785
60339,dollar general  store # 12061,dollar general store #12061,2009491,grocery store,risk 3 (low),4046 w roosevelt rd ,chicago,il,60624,2010-03-04,license re-inspection,pass,41.86625493,-87.72704914
60340,family dollar  #5877,family dollar  #5877,1382862,empty,risk 3 (low),4042 w roosevelt rd ,chicago,il,60624,2010-03-04,canvass,pass,41.86625738,-87.72687882
60341,ymca garfiled family development center,ymca garfiled family development center,1168130,children's services facility,risk 1 (high),7 n homan blvd ,chicago,il,60624,2010-03-04,canvass,pass,41.88116608,-87.7108666
60342,the original maxwell street,the original maxwell street,1143094,restaurant,risk 2 (medium),3801 w harrison st ,chicago,il,60624,2010-03-04,complaint,pass,41.87340465,-87.72039963
60343,eddy's grille house inc.,eddy's grille house inc.,1903785,restaurant,risk 2 (medium),3825 w roosevelt rd ,chicago,il,60624,2010-03-04,complaint,pass,41.86611757,-87.72107503
60344,the renaissance at midway,the renaissance at midway,1144625,long term care,risk 1 (high),4437 s cicero ave ,chicago,il,60632,2010-03-05,canvass re-inspection,pass,41.8119896,-87.74312825
60345,la cebollita restaurant,la cebollita restaurant,1145606,restaurant,risk 1 (high),4343 w 47th st ,chicago,il,60632,2010-03-05,complaint re-inspection,pass,41.80764585,-87.73272528
60346,wing wah lau restaurant,wing wah lau restaurant,2020867,restaurant,risk 1 (high),4340 s archer ave ,chicago,il,60632,2010-03-05,license re-inspection,pass,41.81455427,-87.7037213
60347,wing wah lau,wing wah lau,1042730,empty,risk 1 (high),4340 s archer ave ,chicago,il,60632,2010-03-05,out of business,pass,41.81455427,-87.7037213
60348,birrieria jalisco,birrieria jalisco,1772607,restaurant,risk 1 (high),2462 w 47th st ,chicago,il,60632,2010-03-05,canvass,pass,41.80851121,-87.68669535
60349,super carniceria el pollo,super carniceria el pollo,41768,grocery store,risk 1 (high),2458 w 47th st ,chicago,il,60632,2010-03-05,tag removal,pass,41.80851351,-87.68655702
60350,providence st. mel school,providence st. mel school,2040661,school,risk 2 (medium),119 s central park ave ,chicago,il,60624,2010-03-08,canvass,pass,41.87890206,-87.71568319
60351,subway,subway,1953837,restaurant,risk 1 (high),304 n pulaski rd ,chicago,il,60624,2010-03-08,canvass,pass w/ conditions,41.88553355,-87.72595291
60352,reme food inc.,reme food inc.,2021675,grocery store,risk 2 (medium),220 n homan ave ,chicago,il,60624,2010-03-08,license,fail,41.88529263,-87.71128591
60353,madison  street burgers,abe's super dog,2021516,restaurant,risk 2 (medium),3407 1/2 w madison st ,chicago,il,60624,2010-03-08,license,fail,41.88080462,-87.7113755
60354,carnitas don rafa inc,carnitas don rafa,57160,restaurant,risk 1 (high),4619 s kedzie ave ,chicago,il,60632,2010-03-09,canvass,pass w/ conditions,41.8093419,-87.70387672
60355,carnitas don rafa inc,carnitas don rafa,1991086,restaurant,risk 1 (high),4619 s kedzie ave ,chicago,il,60632,2010-03-09,task force liquor (1481),pass,41.8093419,-87.70387672
60356,cermak produce,cermak produce,1515206,grocery store,risk 1 (high),5220 s pulaski rd ,chicago,il,60632,2010-03-11,complaint,pass,41.79799187,-87.72344374
60357,cocula restaurant,cocula restaurant,75052,restaurant,risk 1 (high),5241 s pulaski rd ,chicago,il,60632,2010-03-11,canvass,pass,41.79748341,-87.72313507
60358,chop suey express,chop suey express,33687,restaurant,risk 1 (high),5160 s pulaski rd ,chicago,il,60632,2010-03-11,canvass,pass,41.79875026,-87.72346641
60359,madison  street burgers,abe's super dog,2021516,restaurant,risk 2 (medium),3407 1/2 w madison st ,chicago,il,60624,2010-03-12,license re-inspection,fail,41.88080462,-87.7113755
60360,saint agatha catholic academy,presentation campus,2040665,school,risk 1 (high),3900 w lexington st ,chicago,il,60624,2010-03-12,canvass,pass,41.87176641,-87.72304219
60361,homan square cafe,homan square cafe,81024,restaurant,risk 1 (high),3333 w arthington st ,chicago,il,60624,2010-03-12,canvass,pass,41.86990722,-87.70954806
60362,eurest dining services @ safer foundation,eurest dining services @ safer foundation,21596,restaurant,risk 1 (high),3210 w arthington st ,chicago,il,60624,2010-03-12,canvass,pass,41.87016706,-87.70628937
60363,4700 pete's fresh market,pete's fresh market,1243125,grocery store,risk 1 (high),4700 s kedzie ave ,chicago,il,60632,2010-03-15,complaint,pass,41.80804727,-87.70411882
60364,chinatown buffet,chinatown buffet,1841897,restaurant,risk 1 (high),5030-5050 s kedzie ave ,chicago,il,60632,2010-03-15,canvass,fail,41.80167003,-87.70393836
60365,john marshall high school,john marshall high school,47041,school,risk 1 (high),3250 w adams  (200s) ,chicago,il,60624,2010-03-16,canvass,fail,41.87847194,-87.70801612
60366,"abe's super dog, inc.","abe's super dog, inc.",1841549,empty,risk 2 (medium),3407 1/2 w madison st ,chicago,il,60624,2010-03-16,canvass,pass,41.88080462,-87.7113755
60367,madison  street burgers,abe's super dog,2021516,restaurant,risk 2 (medium),3407 1/2 w madison st ,chicago,il,60624,2010-03-16,license re-inspection,pass,41.88080462,-87.7113755
60368,john milton gregory,gregory elementary,23441,school,risk 1 (high),3715 w polk    (800s) ,chicago,il,60624,2010-03-17,canvass,pass,41.87071468,-87.71867323
60369,uncle remus,uncle remus,1305369,restaurant,risk 1 (high),4144 w madison st ,chicago,il,60624,2010-03-17,short form complaint,pass,41.88078471,-87.72986386
60370,reme food inc.,reme food inc.,2021675,grocery store,risk 2 (medium),220 n homan ave ,chicago,il,60624,2010-03-17,license,fail,41.88529263,-87.71128591
60371,city submarine inc.,city submarine inc.,1845223,restaurant,risk 1 (high),3849 w madison st ,chicago,il,60624,2010-03-17,canvass,pass,41.88065415,-87.72273803
60372,taqueria el tenampa,hacienda  del sol,2014003,restaurant,risk 1 (high),5315-17 s pulaski rd ,chicago,il,60632,2010-03-18,license-task force,fail,41.79636966,-87.72310369
60373,taqueria el tenampa,hacienda  del sol,2014004,restaurant,risk 3 (low),5315-17 s pulaski rd ,chicago,il,60632,2010-03-18,task force liquor 1475,fail,41.79636966,-87.72310369
60374,chuck 'e' cheese's,chuck 'e' cheese's,41897,restaurant,risk 1 (high),5030 s kedzie ave ,chicago,il,60632,2010-03-18,canvass,pass,41.80167003,-87.70393836
60375,chinatown buffet,chinatown buffet,1841897,restaurant,risk 1 (high),5030-5050 s kedzie ave ,chicago,il,60632,2010-03-18,tag removal,pass,41.80167003,-87.70393836
60376,pope john paul catholic,pope john paul catholic,2040668,school,risk 1 (high),4325 s richmond st ,chicago,il,60632,2010-03-19,canvass,fail,41.81472363,-87.69794253
60377,leon's bar-b-que-#4,leon's bar-b-que-#4,43932,restaurant,risk 1 (high),4550 s archer ave ,chicago,il,60632,2010-03-19,canvass,pass,41.81036869,-87.71053551
60378,mariscos bahia,"elias tacos, incorporated",1488236,restaurant,risk 1 (high),4465 s archer ave ,chicago,il,60632,2010-03-19,canvass,fail,41.81205449,-87.70733017
60379,chinatown buffet,chinatown buffet,1841897,restaurant,risk 1 (high),5030-5050 s kedzie ave ,chicago,il,60632,2010-03-23,canvass re-inspection,pass,41.80167003,-87.70393836
60380,alicia's  tamales,alicia's tamales,1980326,restaurant,risk 1 (high),2753 w 55th st ,chicago,il,60632,2010-03-23,canvass,pass w/ conditions,41.79358651,-87.69348088
60381,john marshall high school,john marshall high school,47041,school,risk 1 (high),3250 w adams  (200s) ,chicago,il,60624,2010-03-24,canvass re-inspection,pass,41.87847194,-87.70801612
60382,ymca marshall family dev cent,ymca marshall family dev cent,15733,children's services facility,risk 1 (high),3250 w adams st ,chicago,il,60624,2010-03-24,canvass,fail,41.87847194,-87.70801612
60383,reme food inc.,reme food inc.,2021675,grocery store,risk 2 (medium),220 n homan ave ,chicago,il,60624,2010-03-24,license re-inspection,pass,41.88529263,-87.71128591
60384,mcdonald's,mcdonald's,33706,restaurant,risk 2 (medium),3200 w roosevelt rd ,chicago,il,60624,2010-03-24,complaint,fail,41.86651389,-87.7057336
60385,la central bakery,panderia la central bakery,2026360,bakery,risk 2 (medium),4124 w 47th st ,chicago,il,60632,2010-03-25,license,fail,41.80793632,-87.72719706
60386,dunajec inc,dunajec,55891,grocery store,risk 1 (high),5060 s archer ave ,chicago,il,60632,2010-03-25,canvass,fail,41.80126689,-87.72691925
60387,los delfines #2,los delfines #2,1547805,restaurant,risk 1 (high),5207-5209 s archer ave ,chicago,il,60632,2010-03-25,canvass,pass w/ conditions,41.79984493,-87.73474014
60388,pope john paul catholic,pope john paul catholic,2040668,school,risk 1 (high),4325 s richmond st ,chicago,il,60632,2010-03-26,canvass re-inspection,pass,41.81472363,-87.69794253
60389,dunajec inc,dunajec,55891,grocery store,risk 1 (high),5060 s archer ave ,chicago,il,60632,2010-03-26,tag removal,pass,41.80126689,-87.72691925
60390,mariscos bahia,"elias tacos, incorporated",1488236,restaurant,risk 1 (high),4465 s archer ave ,chicago,il,60632,2010-03-26,canvass re-inspection,pass,41.81205449,-87.70733017
60391,all style buffet,all style buffet,1959502,restaurant,risk 1 (high),4305 s pulaski rd ,chicago,il,60632,2010-03-26,suspected food poisoning,pass w/ conditions,41.8149936,-87.7237077
60392,fifth city child development,fifth city child development,25796,daycare (2 - 6 years),risk 1 (high),3411 w fifth ave ,chicago,il,60624,2010-03-29,canvass,fail,41.87679531,-87.71128878
60393,"porky's sports bar & grill , inc.","porky's sports bar & grill,inc.",1999191,restaurant,risk 1 (high),4556 w roosevelt rd ,chicago,il,60624,2010-03-29,canvass,fail,41.86607194,-87.73976973
60394,la central bakery,panderia la central bakery,2026360,bakery,risk 2 (medium),4124 w 47th st ,chicago,il,60632,2010-03-30,license re-inspection,pass,41.80793632,-87.72719706
60395,dunkin donuts,dunkin donuts,75929,restaurant,risk 2 (medium),4701 s kedzie ave ,chicago,il,60632,2010-03-30,canvass,fail,41.80805427,-87.70382554
60396,nicky's hot dogs,nicky's hot dogs,3903,restaurant,risk 2 (medium),3140 w 47th st ,chicago,il,60632,2010-03-30,complaint,pass,41.80824449,-87.70316886
60397,walgreens #05867,walgreens #05867,2004330,grocery store,risk 3 (low),3943 w 47th st ,chicago,il,60632,2010-04-01,license-task force,pass,41.80777906,-87.72284695
60398,walgreens # 05867,walgreens # 05867,1222575,grocery store,risk 3 (low),3943 w 47th st ,chicago,il,60632,2010-04-01,canvass,pass,41.80777906,-87.72284695
60399,little caesar pizza #1651,little caesar's pizza,2223,restaurant,risk 2 (medium),3225 w 47th pl ,chicago,il,60632,2010-04-01,short form complaint,pass,41.8066985,-87.70490021
60400,seven star chinese cuisine,seven star chinese cuisine,1914170,restaurant,risk 1 (high),3209 w 47th pl ,chicago,il,60632,2010-04-01,canvass,pass,41.80670751,-87.70431938
60401,ymca marshall family dev cent,ymca marshall family dev cent,15733,children's services facility,risk 1 (high),3250 w adams st ,chicago,il,60624,2010-04-02,canvass re-inspection,pass,41.87847194,-87.70801612
60402,mcdonald's,mcdonald's,33706,restaurant,risk 2 (medium),3200 w roosevelt rd ,chicago,il,60624,2010-04-02,complaint re-inspection,pass w/ conditions,41.86651389,-87.7057336
60403,barney's pizza,barney's pizza,1742764,restaurant,risk 1 (high),5648 w chicago ave ,chicago,il,60651,2010-04-02,short form complaint,pass,41.89493601,-87.76732423
60404,dunajec inc,dunajec,55891,grocery store,risk 1 (high),5060 s archer ave ,chicago,il,60632,2010-04-02,canvass re-inspection,fail,41.80126689,-87.72691925
60405,casa central la posada,casa central la posada,0,restaurant,risk 1 (high), ,empty,il,empty,2010-04-05,canvass,pass,empty,empty
60406,fifth city child development,fifth city child development,25796,daycare (2 - 6 years),risk 1 (high),3411 w fifth ave ,chicago,il,60624,2010-04-05,canvass re-inspection,pass,41.87679531,-87.71128878
60407,"porky's sports bar & grill , inc.","porky's sports bar & grill,inc.",1999191,restaurant,risk 1 (high),4556 w roosevelt rd ,chicago,il,60624,2010-04-05,canvass re-inspection,pass,41.86607194,-87.73976973
60408,isla's marias,isla's marias,2027204,restaurant,risk 1 (high),4781 s archer ave ,chicago,il,60632,2010-04-05,license,fail,41.80666846,-87.71612755
60409,taste bud banquet hall & restaurant,taste bud banquet hall & restaurant,2003571,restaurant,risk 1 (high),4422 w madison st ,chicago,il,60624,2010-04-06,license-task force,fail,41.88070919,-87.73643718
60410,taste bud banquet hall & restaurant,taste bud banquet hall & restaurant,2017646,liquor,risk 3 (low),4422 w madison st ,chicago,il,60624,2010-04-06,task force liquor 1475,fail,41.88070919,-87.73643718
60411,la  baby  restaurant,empty,2003937,restaurant,risk 1 (high),283 n pulaski rd ,chicago,il,60624,2010-04-06,canvass,pass,41.88536969,-87.72565624
60412,food empire,food empire,1921059,grocery store,risk 2 (medium),3952 w monroe st ,chicago,il,60624,2010-04-06,canvass,pass w/ conditions,41.87987491,-87.72529036
60413,dunkin donuts,dunkin donuts,75929,restaurant,risk 2 (medium),4701 s kedzie ave ,chicago,il,60632,2010-04-07,canvass re-inspection,pass,41.80805427,-87.70382554
60414,dunajec inc,dunajec,55891,grocery store,risk 1 (high),5060 s archer ave ,chicago,il,60632,2010-04-07,canvass re-inspection,pass,41.80126689,-87.72691925
60415,rain food,rain food,1905222,grocery store,risk 2 (medium),137 s pulaski rd ,chicago,il,60624,2010-04-08,canvass,fail,41.87869417,-87.72545343
60416,family time eatery & snack shop,family time eatery & snack shop,2021451,grocery store,risk 3 (low),212 s pulaski rd ,chicago,il,60624,2010-04-08,complaint,fail,41.87753057,-87.72570859
60417,amer food mart,amer food mart,1335747,grocery store,risk 2 (medium),3458 w lake st ,chicago,il,60624,2010-04-08,canvass,fail,41.88487987,-87.71342725
60418,"webster, hansberry",daniel webster elementary/lorraine hansberry cpc,25791,school,risk 1 (high),4055 w arthington  (900s) ,chicago,il,60624,2010-04-12,canvass,fail,41.86988904,-87.72748159
60419,roosevelt food & dollar,roosevelt food & dollar,1355985,grocery store,risk 2 (medium),3902 w roosevelt rd ,chicago,il,60624,2010-04-12,canvass,pass,41.86631367,-87.72287642
60420,el tarasco,el tarasco,2008409,restaurant,risk 1 (high),4358 w 51st st ,chicago,il,60632,2010-04-13,license-task force,fail,41.80057495,-87.73317635
60421,el tarasco,el tarasco,2008410,liquor,risk 1 (high),4358 w 51 st st ,chicago,il,60632,2010-04-13,task force liquor 1475,fail,41.80057495,-87.73317635
60422,goldblatt,nathan r.goldblatt elementary,26561,school,risk 1 (high),4257 w adams  (200s) ,chicago,il,60624,2010-04-14,canvass,fail,41.87778081,-87.73273021
60423,chicago born losers motorcycle club,chicago born losers motorcycle club,1675323,restaurant,risk 2 (medium),4420 w madison st ,chicago,il,60624,2010-04-14,canvass,fail,41.88070991,-87.73636108
60424,vera's,vera's,2027307,restaurant,risk 2 (medium),4403 w madison st ,chicago,il,60624,2010-04-14,license,fail,41.88049855,-87.73567206
60425,taste bud banquet hall & restaurant,taste bud banquet hall & restaurant,2003571,restaurant,risk 1 (high),4422 w madison st ,chicago,il,60624,2010-04-14,license re-inspection,pass,41.88070919,-87.73643718
60426,taste bud banquet hall & restaurant,taste bud banquet hall & restaurant,2017646,liquor,risk 3 (low),4422 w madison st ,chicago,il,60624,2010-04-14,license re-inspection,pass,41.88070919,-87.73643718
60427,amer food mart,amer food mart,1335747,grocery store,risk 2 (medium),3458 w lake st ,chicago,il,60624,2010-04-15,canvass re-inspection,pass,41.88487987,-87.71342725
60428,rain food,rain food,1905222,grocery store,risk 2 (medium),137 s pulaski rd ,chicago,il,60624,2010-04-15,canvass re-inspection,pass,41.87869417,-87.72545343
60429,family time eatery & snack shop,family time eatery & snack shop,2021451,grocery store,risk 3 (low),212 s pulaski rd ,chicago,il,60624,2010-04-15,consultation,fail,41.87753057,-87.72570859
60430,the roseland market,the roseland market,1382093,grocery store,risk 2 (medium),3407 w madison st ,chicago,il,60624,2010-04-15,canvass,fail,41.88080462,-87.7113755
60431,el rey del taco & burritos,el rey del taco & burritos,1893928,restaurant,risk 1 (high),4157 s california ave ,chicago,il,60632,2010-04-15,canvass,pass,41.81751836,-87.69434315
60432,subway,subway,1948417,restaurant,risk 1 (high),2756 w 55th st ,chicago,il,60632,2010-04-15,canvass,pass,41.79380306,-87.69365621
60433,columbia explorers,columbia explorers,20071,school,risk 1 (high),4520 s kedzie ave ,chicago,il,60632,2010-04-19,canvass,pass,41.81105689,-87.70423481
60434,el  taconzazo,el taconzazo,1981216,restaurant,risk 1 (high),5145 s pulaski rd ,chicago,il,60632,2010-04-19,canvass,fail,41.79916646,-87.72318613
60435,china ho restaurant,china ho restaurant,2004404,restaurant,risk 1 (high),5151 s pulaski rd ,chicago,il,60632,2010-04-19,canvass,pass,41.79901235,-87.72318127
60436,subway,subway,1356009,restaurant,risk 1 (high),5131 s pulaski rd ,chicago,il,60632,2010-04-19,canvass,fail,41.79952555,-87.72319591
60437,vera's,vera's,2027307,restaurant,risk 2 (medium),4403 w madison st ,chicago,il,60624,2010-04-20,license,fail,41.88049855,-87.73567206
60438,mookie's food mart co.,mookie's food mart co.,1799437,grocery store,risk 2 (medium),24 s kostner ave ,chicago,il,60624,2010-04-20,canvass,fail,41.87976262,-87.73559412
60439,"webster, hansberry",daniel webster elementary/lorraine hansberry cpc,25791,school,risk 1 (high),4055 w arthington  (900s) ,chicago,il,60624,2010-04-21,canvass re-inspection,pass,41.86988904,-87.72748159
60440,goldblatt,nathan r.goldblatt elementary,26561,school,risk 1 (high),4257 w adams  (200s) ,chicago,il,60624,2010-04-21,canvass re-inspection,pass,41.87778081,-87.73273021
60441,family time eatery & snack shop,family time eatery & snack shop,2021451,grocery store,risk 3 (low),212 s pulaski rd ,chicago,il,60624,2010-04-22,complaint re-inspection,pass,41.87753057,-87.72570859
60442,family time eatery & snack shop,family time eatery & snack shop,2031368,restaurant,risk 2 (medium),212 s pulaski rd ,chicago,il,60624,2010-04-22,license,pass,41.87753057,-87.72570859
60443,vera's,vera's,2027307,restaurant,risk 2 (medium),4403 w madison st ,chicago,il,60624,2010-04-22,license re-inspection,fail,41.88049855,-87.73567206
60444,chicago born losers motorcycle club,chicago born losers motorcycle club,1675323,restaurant,risk 2 (medium),4420 w madison st ,chicago,il,60624,2010-04-22,canvass re-inspection,pass,41.88070991,-87.73636108
60445,the roseland market,the roseland market,1382093,grocery store,risk 2 (medium),3407 w madison st ,chicago,il,60624,2010-04-22,canvass re-inspection,pass,41.88080462,-87.7113755
60446,african supermarket & liquor,african supermarket & liquor,28149,grocery store,risk 2 (medium),4156-4158 w madison st ,chicago,il,60624,2010-04-22,canvass,pass w/ conditions,41.88077997,-87.73030601
60447,vera's,vera's,2027307,restaurant,risk 2 (medium),4403 w madison st ,chicago,il,60624,2010-04-23,license re-inspection,pass,41.88049855,-87.73567206
60448,new madison sub,new madison sub,1516937,restaurant,risk 2 (medium),4403 w madison st ,chicago,il,60624,2010-04-23,out of business,pass,41.88049855,-87.73567206
60449,el tarasco,el tarasco,2008409,restaurant,risk 1 (high),4358 w 51st st ,chicago,il,60632,2010-04-23,license re-inspection,fail,41.80057495,-87.73317635
60450,el tarasco,el tarasco,2008410,liquor,risk 1 (high),4358 w 51 st st ,chicago,il,60632,2010-04-23,license re-inspection,fail,41.80057495,-87.73317635
60451,taqueria el tenampa,hacienda  del sol,2014003,restaurant,risk 1 (high),5315-17 s pulaski rd ,chicago,il,60632,2010-04-23,license,fail,41.79636966,-87.72310369
60452,taqueria el tenampa,hacienda  del sol,2014004,restaurant,risk 3 (low),5315-17 s pulaski rd ,chicago,il,60632,2010-04-23,task force liquor 1475,fail,41.79636966,-87.72310369
60453,la esquina del sabor,southern style grill,2031633,restaurant,risk 1 (high),3143 w 51 st st ,chicago,il,60632,2010-04-27,license,fail,41.8007213,-87.70307308
60454,club nutricional,club nutricional,2028012,restaurant,risk 2 (medium),5115 s kedzie ave ,chicago,il,60632,2010-04-27,license,fail,41.80033459,-87.70360601
60455,restaurante y taqueria los pay asos,restaurante y taqueria los pay asos,2026332,restaurant,risk 1 (high),2820 w 55th st ,chicago,il,60632,2010-04-27,license,fail,41.79378362,-87.69477733
60456,edwards (main),edwards,23081,school,risk 1 (high),4815 s karlov ,chicago,il,60632,2010-04-28,canvass,pass,41.80552325,-87.72581893
60457,edwards (annex),edwards (annex),2040683,school,risk 1 (high),4815 s karlov ,chicago,il,60632,2010-04-28,canvass,pass,41.80552325,-87.72581893
60458,el tarasco,el tarasco,2008409,restaurant,risk 1 (high),4358 w 51st st ,chicago,il,60632,2010-04-28,license re-inspection,pass,41.80057495,-87.73317635
60459,el tarasco,el tarasco,2008410,liquor,risk 1 (high),4358 w 51 st st ,chicago,il,60632,2010-04-28,license re-inspection,pass,41.80057495,-87.73317635
