tid,attribute,correct_val
813,state,il
813,zip,60623
813,inspectiondate,2010-02-08
813,inspectiontype,canvass
813,results,pass w/ conditions
813,latitude,41.84628775
813,longitude,-87.70156192
814,inspectionid,63252
814,dbaname,mariscos luis
814,akaname,mariscos luis
814,license,1514084
814,facilitytype,restaurant
814,risk,risk 1 (high)
814,address,3124 w 25th st
814,city,chicago
814,state,il
814,zip,60623
814,inspectiondate,2010-02-08
814,inspectiontype,canvass
814,results,pass
814,latitude,41.84646241
814,longitude,-87.70371914
815,inspectionid,63253
815,dbaname,los arriados incorporated
815,akaname,los arriados
815,license,38025
815,facilitytype,restaurant
815,risk,risk 1 (high)
815,address,3101 w 26th st
815,city,chicago
815,state,il
815,zip,60623
815,inspectiondate,2010-02-08
815,inspectiontype,canvass
815,results,pass
815,latitude,41.8444375
815,longitude,-87.70262831
816,inspectionid,63254
816,dbaname,markos tacos & cafe
816,akaname,markos tacos & cafe
816,license,2017438
816,facilitytype,restaurant
816,risk,risk 1 (high)
816,address,3009 w cermak rd
816,city,chicago
816,state,il
816,zip,60623
816,inspectiondate,2010-02-09
816,inspectiontype,license
816,results,fail
816,latitude,41.85172138
816,longitude,-87.70078598
817,inspectionid,63255
817,dbaname,atardecer acapulqueno inc.
817,akaname,atardecer acapulqueno inc.
817,license,1910118
817,facilitytype,restaurant
817,risk,risk 1 (high)
817,address,2906 w cermak rd
817,city,chicago
817,state,il
817,zip,60623
817,inspectiondate,2010-02-09
817,inspectiontype,canvass
817,results,pass
817,latitude,41.85195988
817,longitude,-87.69953768
818,inspectionid,63256
818,dbaname,maria saucedo elementary
818,akaname,maria saucedo scholastic academy
818,license,29151
818,facilitytype,school
818,risk,risk 1 (high)
818,address,2850 w 24th st
818,city,chicago
818,state,il
818,zip,60623
818,inspectiondate,2010-02-10
818,inspectiontype,canvass
818,results,pass
818,latitude,41.84796859
818,longitude,-87.69728712
819,inspectionid,63257
819,dbaname,telpochcalli
819,akaname,telpochcalli (cps)
819,license,2042643
819,facilitytype,school
819,risk,risk 1 (high)
819,address,2832 w 24th st
819,city,chicago
819,state,il
819,zip,60623
819,inspectiondate,2010-02-10
819,inspectiontype,canvass
819,results,pass
819,latitude,41.84797834
819,longitude,-87.6966316
820,inspectionid,63258
820,dbaname,chickies
820,akaname,chickies
820,license,1848186
820,facilitytype,restaurant
820,risk,risk 2 (medium)
820,address,2839 s pulaski rd
820,city,chicago
820,state,il
820,zip,60623
820,inspectiondate,2010-02-10
820,inspectiontype,complaint
820,results,fail
820,latitude,41.83938905
820,longitude,-87.72427111
821,inspectionid,63259
821,dbaname,la merced inc
821,akaname,la merced inc
821,license,6834
821,facilitytype,grocery store
821,risk,risk 1 (high)
821,address,4335 w 26th st
821,city,chicago
821,state,il
821,zip,60623
821,inspectiondate,2010-02-11
821,inspectiontype,canvass
821,results,pass
821,latitude,41.8440328
821,longitude,-87.73243286
822,inspectionid,63260
822,dbaname,"jessica's bakery, inc"
822,akaname,jessica's bakery
822,license,59149
822,facilitytype,bakery
822,risk,risk 2 (medium)
822,address,4341 w 26th st
822,city,chicago
822,state,il
822,zip,60623
822,inspectiondate,2010-02-11
822,inspectiontype,canvass
822,results,pass w/ conditions
822,latitude,41.844029
822,longitude,-87.73267453
823,inspectionid,63261
823,dbaname,izalco restaurant
823,akaname,izalco restaurant
823,license,1842835
823,facilitytype,restaurant
823,risk,risk 1 (high)
823,address,4377 w 26th st
823,city,chicago
823,state,il
823,zip,60623
823,inspectiondate,2010-02-11
823,inspectiontype,canvass
823,results,pass w/ conditions
823,latitude,41.8440059
823,longitude,-87.73404649
824,inspectionid,63262
824,dbaname,david g farragut academy  h/s
824,akaname,farragut
824,license,53091
824,facilitytype,school
824,risk,risk 1 (high)
824,address,2345 s christiana
824,city,chicago
824,state,il
824,zip,60623
824,inspectiondate,2010-02-16
824,inspectiontype,complaint
824,results,fail
824,latitude,41.8485793
824,longitude,-87.70866954
825,inspectionid,63263
825,dbaname,catedral cyber cafe
825,akaname,catedral cyber cafe
825,license,1618395
825,facilitytype,restaurant
825,risk,risk 1 (high)
825,address,2500 s christiana ave
825,city,chicago
825,state,il
825,zip,60623
825,inspectiondate,2010-02-16
825,inspectiontype,canvass
825,results,pass
825,latitude,41.8461842
825,longitude,-87.70888991
826,inspectionid,63264
826,dbaname,plaza food & liquor
826,akaname,plaza food & liquor
826,license,8776
826,facilitytype,grocery store
826,risk,risk 3 (low)
826,address,3459 w ogden ave
826,city,chicago
826,state,il
826,zip,60623
826,inspectiondate,2010-02-17
826,inspectiontype,complaint
826,results,pass
826,latitude,41.85526591
826,longitude,-87.71240156
827,inspectionid,63265
827,dbaname,catherine's place
827,akaname,i'm hungry
827,license,1986813
827,facilitytype,restaurant
827,risk,risk 1 (high)
827,address,4203 w cermak rd
827,city,chicago
827,state,il
827,zip,60623
827,inspectiondate,2010-02-17
827,inspectiontype,license re-inspection
827,results,pass
827,latitude,41.85136621
827,longitude,-87.72976632
828,inspectionid,63266
828,dbaname,abe's in & out
828,akaname,abe's in & out
828,license,1948539
828,facilitytype,grocery store
828,risk,risk 2 (medium)
828,address,3661 w ogden ave
828,city,chicago
828,state,il
828,zip,60623
828,inspectiondate,2010-02-17
828,inspectiontype,short form complaint
828,results,pass
828,latitude,41.85357266
828,longitude,-87.71725429
829,inspectionid,63267
829,dbaname,veridiana garcia
829,akaname,veridiana garcia
829,license,2017921
829,facilitytype,restaurant
829,risk,risk 2 (medium)
829,address,3402 w 26th    st
829,city,chicago
829,state,il
829,zip,60623
829,inspectiondate,2010-02-17
829,inspectiontype,license
829,results,fail
829,latitude,41.84455767
829,longitude,-87.71006591
830,inspectionid,63268
830,dbaname,danny's pizza
830,akaname,danny's pizza
830,license,75285
830,facilitytype,restaurant
830,risk,risk 1 (high)
830,address,3257 w 26th st
830,city,chicago
830,state,il
830,zip,60623
830,inspectiondate,2010-02-18
830,inspectiontype,canvass
830,results,pass
830,latitude,41.84437604
830,longitude,-87.70731997
831,inspectionid,63269
831,dbaname,daniel j corkery school
831,akaname,daniel j corkery school
831,license,22851
831,facilitytype,school
831,risk,risk 1 (high)
831,address,2510 s kildare (4300w)
831,city,chicago
831,state,il
831,zip,60623
831,inspectiondate,2010-02-19
831,inspectiontype,canvass
831,results,pass
831,latitude,41.84559878
831,longitude,-87.73122946
832,inspectionid,63270
832,dbaname,chickies
832,akaname,chickies
832,license,1848186
832,facilitytype,restaurant
832,risk,risk 2 (medium)
832,address,2839 s pulaski rd
832,city,chicago
832,state,il
832,zip,60623
832,inspectiondate,2010-02-19
832,inspectiontype,complaint re-inspection
832,results,pass
832,latitude,41.83938905
832,longitude,-87.72427111
833,inspectionid,63271
833,dbaname,cermak produce
833,akaname,cermak produce
833,license,1770942
833,facilitytype,grocery store
833,risk,risk 1 (high)
833,address,3311 w 26th st
833,city,chicago
833,state,il
833,zip,60623
833,inspectiondate,2010-02-19
833,inspectiontype,complaint
833,results,pass
833,latitude,41.84436673
833,longitude,-87.70789805
834,inspectionid,63272
834,dbaname,anton dvorak elementary
834,akaname,anton dvorak elementary
834,license,26051
834,facilitytype,school
834,risk,risk 1 (high)
834,address,3615 w 16th st  (1600s)
834,city,chicago
834,state,il
834,zip,60623
834,inspectiondate,2010-02-22
834,inspectiontype,canvass
834,results,pass
834,latitude,41.85885599
834,longitude,-87.71574626
835,inspectionid,63273
835,dbaname,el chisme rest inc
835,akaname,el chisme rest inc
835,license,14811
835,facilitytype,restaurant
835,risk,risk 1 (high)
835,address,3322 w 26th st
835,city,chicago
835,state,il
835,zip,60623
835,inspectiondate,2010-02-22
835,inspectiontype,canvass
835,results,pass
835,latitude,41.84457881
835,longitude,-87.70853991
836,inspectionid,63274
836,dbaname,dennis pizza guzman
836,akaname,dennis pizza guzman
836,license,1166484
836,facilitytype,restaurant
836,risk,risk 1 (high)
836,address,4030 w 26th st
836,city,chicago
836,state,il
836,zip,60623
836,inspectiondate,2010-02-23
836,inspectiontype,canvass
836,results,pass
836,latitude,41.84434308
836,longitude,-87.72591101
837,inspectionid,63275
837,dbaname,blanco & negro restaurant
837,akaname,blanco & negro restaurant
837,license,1954915
837,facilitytype,restaurant
837,risk,risk 1 (high)
837,address,4043 w 26th st
837,city,chicago
837,state,il
837,zip,60623
837,inspectiondate,2010-02-23
837,inspectiontype,canvass
837,results,pass
837,latitude,41.84412068
837,longitude,-87.72621334
838,inspectionid,63276
838,dbaname,david g farragut academy  h/s
838,akaname,farragut
838,license,53091
838,facilitytype,school
838,risk,risk 1 (high)
838,address,2345 s christiana
838,city,chicago
838,state,il
838,zip,60623
838,inspectiondate,2010-02-24
838,inspectiontype,complaint re-inspection
838,results,pass
838,latitude,41.8485793
838,longitude,-87.70866954
839,inspectionid,63277
839,dbaname,sun food mart
839,akaname,sun food mart
839,license,2009479
839,facilitytype,grocery store
839,risk,risk 3 (low)
839,address,3601 w cermak rd
839,city,chicago
839,state,il
839,zip,60623
839,inspectiondate,2010-02-24
839,inspectiontype,short form complaint
839,results,pass
839,latitude,41.85155346
839,longitude,-87.71505929
840,inspectionid,63278
840,dbaname,rest y taqueria la justicia
840,akaname,rest y taqueria la justicia
840,license,40902
840,facilitytype,restaurant
840,risk,risk 1 (high)
840,address,3901 w 26th st
840,city,chicago
840,state,il
840,zip,60623
840,inspectiondate,2010-02-24
840,inspectiontype,canvass
840,results,pass
840,latitude,41.84417342
840,longitude,-87.72216918
841,inspectionid,63279
841,dbaname,"neveria auros, inc."
841,akaname,"neveria auros, inc."
841,license,1515263
841,facilitytype,restaurant
841,risk,risk 1 (high)
841,address,3633 w 26th st
841,city,chicago
841,state,il
841,zip,60623
841,inspectiondate,2010-02-24
841,inspectiontype,canvass
841,results,pass
841,latitude,41.84425865
841,longitude,-87.71594584
842,inspectionid,63280
842,dbaname,lazaro cardenas elementary
842,akaname,lazaro cardenas elementary
842,license,24051
842,facilitytype,school
842,risk,risk 1 (high)
842,address,2345 s millard
842,city,chicago
842,state,il
842,zip,60623
842,inspectiondate,2010-02-25
842,inspectiontype,canvass
842,results,fail
842,latitude,41.8485071
842,longitude,-87.71598119
843,inspectionid,63281
843,dbaname,home run inn
843,akaname,home run inn
843,license,41530
843,facilitytype,restaurant
843,risk,risk 1 (high)
843,address,4254 w 31st st
843,city,chicago
843,state,il
843,zip,60623
843,inspectiondate,2010-02-25
843,inspectiontype,canvass
843,results,pass
843,latitude,41.83691323
843,longitude,-87.7314113
844,inspectionid,63282
844,dbaname,st agnes of bohemia school
844,akaname,st agnes of bohemia school
844,license,1878446
844,facilitytype,school
844,risk,risk 1 (high)
844,address,2643 s central park ave
844,city,chicago
844,state,il
844,zip,60623
844,inspectiondate,2010-02-26
844,inspectiontype,canvass
844,results,pass
844,latitude,41.84310007
844,longitude,-87.71460345
845,inspectionid,63283
845,dbaname,las isabelas
845,akaname,las isabelas
845,license,35950
845,facilitytype,grocery store
845,risk,risk 3 (low)
845,address,2700 s central park ave
845,city,chicago
845,state,il
845,zip,60623
845,inspectiondate,2010-02-26
845,inspectiontype,canvass
845,results,pass
845,latitude,41.8424589
845,longitude,-87.71488723
846,inspectionid,63284
846,dbaname,asimexfoods
846,akaname,asixmefoods
846,license,2021362
846,facilitytype,wholesale
846,risk,risk 3 (low)
846,address,234o s springfield ave
846,city,chicago
846,state,il
846,zip,60623
846,inspectiondate,2010-02-26
846,inspectiontype,license
846,results,fail
846,latitude,41.87715978
846,longitude,-87.72325441
847,inspectionid,63285
847,dbaname,walgreens #215
847,akaname,walgreens #215
847,license,2004321
847,facilitytype,grocery store
847,risk,risk 3 (low)
847,address,3045 w 26th st
847,city,chicago
847,state,il
847,zip,60623
847,inspectiondate,2010-03-02
847,inspectiontype,license
847,results,pass
847,latitude,41.84446925
847,longitude,-87.70193021
848,inspectionid,63286
848,dbaname,walgreens #215
848,akaname,walgreens #215
848,license,18435
848,facilitytype,grocery store
848,risk,risk 3 (low)
848,address,3045 w 26th st
848,city,chicago
848,state,il
848,zip,60623
848,inspectiondate,2010-03-02
848,inspectiontype,canvass
848,results,pass
848,latitude,41.84446925
848,longitude,-87.70193021
849,inspectionid,63287
849,dbaname,sosa wireless inc.
849,akaname,sosa wireless
849,license,2016653
849,facilitytype,grocery store
849,risk,risk 2 (medium)
849,address,1358 s tripp   ave
849,city,chicago
849,state,il
849,zip,60623
849,inspectiondate,2010-03-02
849,inspectiontype,license
849,results,fail
849,latitude,41.86252188
849,longitude,-87.73132287
850,inspectionid,63288
850,dbaname,markos tacos & cafe
850,akaname,markos tacos & cafe
850,license,2017438
850,facilitytype,restaurant
850,risk,risk 1 (high)
850,address,3009 w cermak rd
850,city,chicago
850,state,il
850,zip,60623
850,inspectiondate,2010-03-02
850,inspectiontype,license re-inspection
850,results,pass
850,latitude,41.85172138
850,longitude,-87.70078598
851,inspectionid,63289
851,dbaname,epiphany elementary school
851,akaname,epiphany school
851,license,1878452
851,facilitytype,school
851,risk,risk 1 (high)
851,address,4223 w 25th st
851,city,chicago
851,state,il
851,zip,60623
851,inspectiondate,2010-03-04
851,inspectiontype,canvass
851,results,pass
851,latitude,41.84588739
851,longitude,-87.73049371
852,inspectionid,63290
852,dbaname,armando's finder foods inc
852,akaname,armando's finder foods inc
852,license,7741
852,facilitytype,grocery store
852,risk,risk 1 (high)
852,address,2633 s kedzie ave
852,city,chicago
852,state,il
852,zip,60623
852,inspectiondate,2010-03-04
852,inspectiontype,out of business
852,results,pass
852,latitude,41.84352502
852,longitude,-87.70486482
853,inspectionid,63291
853,dbaname,"armando's y santa barbara, inc"
853,akaname,armando's santa barbara
853,license,2013791
853,facilitytype,grocery store
853,risk,risk 1 (high)
853,address,2627 s kedzie ave
853,city,chicago
853,state,il
853,zip,60623
853,inspectiondate,2010-03-04
853,inspectiontype,license re-inspection
853,results,pass
853,latitude,41.84369455
853,longitude,-87.70487055
854,inspectionid,63292
854,dbaname,fine fair food & liquor
854,akaname,fine fair food & liquor
854,license,10306
854,facilitytype,grocery store
854,risk,risk 2 (medium)
854,address,3357-3359 w 16th st
854,city,chicago
854,state,il
854,zip,60623
854,inspectiondate,2010-03-08
854,inspectiontype,complaint
854,results,fail
854,latitude,41.85892069
854,longitude,-87.71017389
855,inspectionid,63293
855,dbaname,nathaniel pope elementary
855,akaname,nathaniel pope elementary
855,license,25001
855,facilitytype,school
855,risk,risk 1 (high)
855,address,1852 s albany (3100w)
855,city,chicago
855,state,il
855,zip,60623
855,inspectiondate,2010-03-09
855,inspectiontype,canvass
855,results,pass
855,latitude,41.85570712
855,longitude,-87.70299144
856,inspectionid,63294
856,dbaname,natys pizza 26
856,akaname,natys pizza 26
856,license,1974864
856,facilitytype,restaurant
856,risk,risk 1 (high)
856,address,3849 w 26th st
856,city,chicago
856,state,il
856,zip,60623
856,inspectiondate,2010-03-09
856,inspectiontype,canvass
856,results,pass
856,latitude,41.84418037
856,longitude,-87.72159139
857,inspectionid,63295
857,dbaname,sosa wireless inc.
857,akaname,sosa wireless
857,license,2016653
857,facilitytype,grocery store
857,risk,risk 2 (medium)
857,address,1358 s tripp   ave
857,city,chicago
857,state,il
857,zip,60623
857,inspectiondate,2010-03-12
857,inspectiontype,license re-inspection
857,results,pass
857,latitude,41.86252188
857,longitude,-87.73132287
858,inspectionid,63296
858,dbaname,birrieria y taqueria el chivito
858,akaname,birrieria y taqueria el chivito
858,license,2022084
858,facilitytype,restaurant
858,risk,risk 1 (high)
858,address,2459 s homan ave
858,city,chicago
858,state,il
858,zip,60623
858,inspectiondate,2010-03-12
858,inspectiontype,license
858,results,pass
858,latitude,41.8463554
858,longitude,-87.70981612
859,inspectionid,63297
859,dbaname,taqueria y cenaduria el caminero
859,akaname,taqueria y cenaduria el caminero
859,license,1953927
859,facilitytype,restaurant
859,risk,risk 1 (high)
859,address,2459 s homan ave
859,city,chicago
859,state,il
859,zip,60623
859,inspectiondate,2010-03-12
859,inspectiontype,canvass
859,results,pass
859,latitude,41.8463554
859,longitude,-87.70981612
860,inspectionid,63298
860,dbaname,los dos laredos restaurant
860,akaname,los dos laredos restaurant
860,license,6996
860,facilitytype,restaurant
860,risk,risk 1 (high)
860,address,3120 w 26th st
860,city,chicago
860,state,il
860,zip,60623
860,inspectiondate,2010-03-12
860,inspectiontype,canvass
860,results,pass
860,latitude,41.84464481
860,longitude,-87.70349686
861,inspectionid,63299
861,dbaname,xtra health
861,akaname,xtra health
861,license,2022230
861,facilitytype,grocery store
861,risk,risk 2 (medium)
861,address,3051 w cermak rd
861,city,chicago
861,state,il
861,zip,60623
861,inspectiondate,2010-03-17
861,inspectiontype,license
861,results,pass
861,latitude,41.85169486
861,longitude,-87.70237885
862,inspectionid,63300
862,dbaname,church's chicken # 1068
862,akaname,church's chicken # 1068
862,license,1273278
862,facilitytype,restaurant
862,risk,risk 2 (medium)
862,address,2806 w cermak rd
862,city,chicago
862,state,il
862,zip,60623
862,inspectiondate,2010-03-18
862,inspectiontype,complaint
862,results,pass
862,latitude,41.85200737
862,longitude,-87.69586997
863,inspectionid,63301
863,dbaname,birrieria la tapatia de ocotlan
863,akaname,birrieria la tapatia de ocotlan
863,license,1675193
863,facilitytype,restaurant
863,risk,risk 1 (high)
863,address,2861 w cermak rd
863,city,chicago
863,state,il
863,zip,60623
863,inspectiondate,2010-03-18
863,inspectiontype,canvass
863,results,pass
863,latitude,41.85175767
863,longitude,-87.69802349
864,inspectionid,63302
864,dbaname,joseph  gary school
864,akaname,joseph gary school
864,license,23311
864,facilitytype,school
864,risk,risk 1 (high)
864,address,3740 w 31st st   (3100s)
864,city,chicago
864,state,il
864,zip,60623
864,inspectiondate,2010-03-19
864,inspectiontype,canvass
864,results,pass
864,latitude,41.83709246
864,longitude,-87.71870452
865,inspectionid,63303
865,dbaname,joseph  gary school/modular/annex
865,akaname,joseph gary school/modular/annex
865,license,23312
865,facilitytype,school
865,risk,risk 1 (high)
865,address,3737 w 31st st (3000s)
865,city,chicago
865,state,il
865,zip,60623
865,inspectiondate,2010-03-19
865,inspectiontype,canvass
865,results,pass
865,latitude,41.83687735
865,longitude,-87.71847377
866,inspectionid,63304
866,dbaname,yolanda's restaurant inc
866,akaname,yolanda's restaurant
866,license,32834
866,facilitytype,restaurant
866,risk,risk 1 (high)
866,address,3058 s central park ave
866,city,chicago
866,state,il
866,zip,60623
866,inspectiondate,2010-03-19
866,inspectiontype,canvass
866,results,pass
866,latitude,41.83714669
866,longitude,-87.71474144
867,inspectionid,63305
867,dbaname,north lawndale school college prep
867,akaname,north lawndale college  prep
867,license,1878486
867,facilitytype,school
867,risk,risk 1 (high)
867,address,1615 s christiana
867,city,chicago
867,state,il
867,zip,60623
867,inspectiondate,2010-03-22
867,inspectiontype,canvass
867,results,pass w/ conditions
867,latitude,41.85853654
867,longitude,-87.70894972
868,inspectionid,63306
868,dbaname,catalyst elementary school
868,akaname,catalyst elementary ( howland elementary)
868,license,1878488
868,facilitytype,school
868,risk,risk 1 (high)
868,address,1616 s spaulding st
868,city,chicago
868,state,il
868,zip,60623
868,inspectiondate,2010-03-22
868,inspectiontype,canvass
868,results,pass
868,latitude,41.85850181
868,longitude,-87.70802532
869,inspectionid,63307
869,dbaname,extreme cream ice cream
869,akaname,extreme cream ice cream
869,license,1981050
869,facilitytype,restaurant
869,risk,risk 2 (medium)
869,address,3808 w 26th st
869,city,chicago
869,state,il
869,zip,60623
869,inspectiondate,2010-03-22
869,inspectiontype,canvass
869,results,pass w/ conditions
869,latitude,41.84442156
869,longitude,-87.72010367
870,inspectionid,63308
870,dbaname,gerald delgado kanoon elementary
870,akaname,gerald delgado kanoon elementary
870,license,29071
870,facilitytype,school
870,risk,risk 1 (high)
870,address,2233 s kedzie (3200w)
870,city,chicago
870,state,il
870,zip,60623
870,inspectiondate,2010-04-05
870,inspectiontype,canvass
870,results,pass
870,latitude,41.85077575
870,longitude,-87.70507547
871,inspectionid,63309
871,dbaname,eli whitney elementary school
871,akaname,eli whitney elementary school
871,license,25841
871,facilitytype,school
871,risk,risk 1 (high)
871,address,2815 s komensky  (4032w)
871,city,chicago
871,state,il
871,zip,60623
871,inspectiondate,2010-04-06
871,inspectiontype,canvass
871,results,pass
871,latitude,41.84006197
871,longitude,-87.7255084
872,inspectionid,63310
872,dbaname,subway sandwich & salads
872,akaname,subway
872,license,1352613
872,facilitytype,restaurant
872,risk,risk 1 (high)
872,address,2811 s kedzie ave
872,city,chicago
872,state,il
872,zip,60623
872,inspectiondate,2010-04-06
872,inspectiontype,canvass
872,results,pass
872,latitude,41.84053695
872,longitude,-87.70477333
873,inspectionid,63311
873,dbaname,taqueria el arco
873,akaname,el pollo cris cris
873,license,1495623
873,facilitytype,restaurant
873,risk,risk 1 (high)
873,address,3105 w 26th st
873,city,chicago
873,state,il
873,zip,60623
873,inspectiondate,2010-04-07
873,inspectiontype,canvass
873,results,pass w/ conditions
873,latitude,41.84443293
873,longitude,-87.70281289
874,inspectionid,63312
874,dbaname,little village elementary
874,akaname,little village academy
874,license,22521
874,facilitytype,school
874,risk,risk 1 (high)
874,address,2620 s lawndale
874,city,chicago
874,state,il
874,zip,60623
874,inspectiondate,2010-04-08
874,inspectiontype,canvass
874,results,pass
874,latitude,41.84368588
874,longitude,-87.71735516
875,inspectionid,63313
875,dbaname,matthew a. henson elementary school/cpc
875,akaname,henson/olive elementary school
875,license,25971
875,facilitytype,school
875,risk,risk 1 (high)
875,address,1326 s avers  (3832w)
875,city,chicago
875,state,il
875,zip,60623
875,inspectiondate,2010-04-12
875,inspectiontype,canvass
875,results,pass
875,latitude,41.86356038
875,longitude,-87.72158636
876,inspectionid,63314
876,dbaname,la cenaduria de elda
876,akaname,la cenaduria de elda
876,license,1998587
876,facilitytype,restaurant
876,risk,risk 1 (high)
876,address,3551 w 26th st bldg
876,city,chicago
876,state,il
876,zip,60623
876,inspectiondate,2010-04-12
876,inspectiontype,canvass
876,results,pass
876,latitude,41.84428142
876,longitude,-87.71438586
877,inspectionid,63315
877,dbaname,sol crown community academy
877,akaname,sol crown community academy
877,license,2042634
877,facilitytype,school
877,risk,risk 1 (high)
877,address,2128 s st louis st
877,city,chicago
877,state,il
877,zip,60623
877,inspectiondate,2010-04-14
877,inspectiontype,canvass
877,results,fail
877,latitude,41.85266155
877,longitude,-87.7125068
878,inspectionid,63316
878,dbaname,john spry community school
878,akaname,john spry community school
878,license,25451
878,facilitytype,school
878,risk,risk 1 (high)
878,address,2400 s marshall
878,city,chicago
878,state,il
878,zip,60623
878,inspectiondate,2010-04-15
878,inspectiontype,canvass
878,results,pass
878,latitude,41.84815451
878,longitude,-87.69912725
879,inspectionid,63317
879,dbaname,cyrus h mccormick elementary school & mobile unit
879,akaname,cyrus h mccormick elementary school & mobile unit
879,license,24431
879,facilitytype,school
879,risk,risk 1 (high)
879,address,2712 s sawyer (3232w)
879,city,chicago
879,state,il
879,zip,60623
879,inspectiondate,2010-04-19
879,inspectiontype,canvass
879,results,pass
879,latitude,41.84224508
879,longitude,-87.706336
880,inspectionid,63318
880,dbaname,cyrus h mccormick elementary school modular
880,akaname,cyrus h mccormick elementary school modular
880,license,1878445
880,facilitytype,school
880,risk,risk 1 (high)
880,address,2738 s sawyer st
880,city,chicago
880,state,il
880,zip,60623
880,inspectiondate,2010-04-19
880,inspectiontype,canvass
880,results,pass
880,latitude,41.84151128
880,longitude,-87.70631316
881,inspectionid,63319
881,dbaname,sol crown community academy
881,akaname,sol crown community academy
881,license,2042634
881,facilitytype,school
881,risk,risk 1 (high)
881,address,2128 s st louis st
881,city,chicago
881,state,il
881,zip,60623
881,inspectiondate,2010-04-21
881,inspectiontype,canvass re-inspection
881,results,pass
881,latitude,41.85266155
881,longitude,-87.7125068
882,inspectionid,63320
882,dbaname,sparrer sausage co
882,akaname,sparrer sausage co
882,license,4040
882,facilitytype,wholesale
882,risk,risk 3 (low)
882,address,4325 w ogden ave
882,city,chicago
882,state,il
882,zip,60623
882,inspectiondate,2010-04-22
882,inspectiontype,canvass
882,results,fail
882,latitude,41.84835577
882,longitude,-87.73212847
883,inspectionid,63321
883,dbaname,sparrer sausage co
883,akaname,sparrer sausage co
883,license,2027838
883,facilitytype,wholesale
883,risk,risk 1 (high)
883,address,4325 w ogden ave
883,city,chicago
883,state,il
883,zip,60623
883,inspectiondate,2010-04-22
883,inspectiontype,license
883,results,pass
883,latitude,41.84835577
883,longitude,-87.73212847
884,inspectionid,63322
884,dbaname,theodore herzl elementary school
884,akaname,theodore herzl elementary school/frazier  charter
884,license,23771
884,facilitytype,school
884,risk,risk 1 (high)
884,address,3711 w douglas blvd
884,city,chicago
884,state,il
884,zip,60623
884,inspectiondate,2010-04-23
884,inspectiontype,canvass
884,results,fail
884,latitude,41.86225473
884,longitude,-87.71825927
885,inspectionid,63323
885,dbaname,theodore herzl elementary school/cpc
885,akaname,theodore herzl elementary school/cpc
885,license,23772
885,facilitytype,school
885,risk,risk 1 (high)
885,address,1401 s hamlin ave
885,city,chicago
885,state,il
885,zip,60623
885,inspectiondate,2010-04-23
885,inspectiontype,canvass
885,results,pass
885,latitude,41.86205108
885,longitude,-87.7200236
886,inspectionid,63324
886,dbaname,lawndale community academy
886,akaname,lawndale community academy annex
886,license,31161
886,facilitytype,school
886,risk,risk 1 (high)
886,address,3444 w douglas blvd
886,city,chicago
886,state,il
886,zip,60623
886,inspectiondate,2010-04-26
886,inspectiontype,canvass
886,results,fail
886,latitude,41.86299557
886,longitude,-87.71223193
887,inspectionid,63325
887,dbaname,ortiz  de dominguez elementary school
887,akaname,josefa ortiz de dominguez elementary school
887,license,23411
887,facilitytype,school
887,risk,risk 1 (high)
887,address,3000 s lawndale ave
887,city,chicago
887,state,il
887,zip,60623
887,inspectiondate,2010-04-28
887,inspectiontype,canvass
887,results,pass
887,latitude,41.83875333
887,longitude,-87.71722614
888,inspectionid,63326
888,dbaname,good shepherd/zapata academy branch
888,akaname,good shepherd /zapata branch
888,license,23612
888,facilitytype,school
888,risk,risk 2 (medium)
888,address,2725 s kolin ave
888,city,chicago
888,state,il
888,zip,60623
888,inspectiondate,2010-04-28
888,inspectiontype,canvass
888,results,pass
888,latitude,41.84152228
888,longitude,-87.73284474
889,inspectionid,63327
889,dbaname,kipp ascend primary school
889,akaname,kipp ascend primary school
889,license,26041
889,facilitytype,school
889,risk,risk 2 (medium)
889,address,1440 s christiana st
889,city,chicago
889,state,il
889,zip,60623
889,inspectiondate,2010-04-29
889,inspectiontype,canvass
889,results,pass
889,latitude,41.86119482
889,longitude,-87.7093241
890,inspectionid,63328
890,dbaname,lawndale community academy
890,akaname,lawndale community academy annex
890,license,31161
890,facilitytype,school
890,risk,risk 1 (high)
890,address,3444 w douglas blvd
890,city,chicago
890,state,il
890,zip,60623
890,inspectiondate,2010-05-03
890,inspectiontype,canvass re-inspection
890,results,pass
890,latitude,41.86299557
890,longitude,-87.71223193
891,inspectionid,63329
891,dbaname,theodore herzl elementary school
891,akaname,theodore herzl elementary school/frazier  charter
891,license,23771
891,facilitytype,school
891,risk,risk 1 (high)
891,address,3711 w douglas blvd
891,city,chicago
891,state,il
891,zip,60623
891,inspectiondate,2010-05-03
891,inspectiontype,canvass re-inspection
891,results,pass
891,latitude,41.86225473
891,longitude,-87.71825927
892,inspectionid,63330
892,dbaname,francisco i. madero middle school
892,akaname,francisco i. madero middle school
892,license,41041
892,facilitytype,school
892,risk,risk 1 (high)
892,address,3202 w 28th st
892,city,chicago
892,state,il
892,zip,60623
892,inspectiondate,2010-05-05
892,inspectiontype,canvass
892,results,pass
892,latitude,41.84098398
892,longitude,-87.70508585
893,inspectionid,63331
893,dbaname,community christian alternative academy
893,akaname,c c a academy
893,license,70234
893,facilitytype,school
893,risk,risk 1 (high)
893,address,1231 s pulaski  rd
893,city,chicago
893,state,il
